name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti,2015,12.429216196844383,52000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
Maruti,2014,12.948009990259552,80000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
Hyundai,2015,12.367340793126296,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Mahindra,2016,13.9108207377686,60000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0
Maruti,2019,12.793859310432293,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
Hyundai,2014,12.84792653170257,50000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
Ford,2016,13.38472764187182,125000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
Maruti,2016,12.765688433465597,80000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
Mahindra,2017,13.458835614025542,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0
Hyundai,2010,12.506177237980511,90000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0
Tata,2017,13.017002861746503,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
Mahindra,2016,13.353475098367715,101000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0
Mahindra,2010,12.345830240069793,168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0
Mahindra,2010,12.345830240069793,168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0
Maruti,2011,12.506177237980511,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
Tata,2009,11.813030057420567,28900,Petrol,Individual,Manual,Second Owner,0.0,1172.0,65.0,5.0
Maruti,2012,12.524526376648708,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
Jaguar,2017,14.780591454007862,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0
Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0
Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0
Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0
Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0
Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0
Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0
Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0
Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0
Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0
Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0
BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0
Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0
Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0
Mahindra,2015,13.359804233419363,165000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0
Maruti,2012,12.367340793126296,98500,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
Hyundai,2008,12.524526376648708,98000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0
Mahindra,2014,13.458835614025542,40000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0
Fiat,2013,12.89921982609012,90000,Diesel,Individual,Manual,First Owner,20.3,1248.0,92.0,5.0
Maruti,2012,12.2783933071098,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
Hyundai,2009,11.918390573078392,110000,Diesel,Individual,Manual,Second Owner,17.1,1493.0,110.0,5.0
Maruti,2018,13.764217263576723,77800,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0
Mahindra,2015,13.500799813124575,100000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0
Tata,2012,11.813030057420567,120000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5.0
Hyundai,2016,12.765688433465597,80000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0
Mahindra,2018,13.190022025878143,21000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0
Maruti,2018,13.028052697933088,100000,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.8,5.0
Maruti,2019,13.39239051461739,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
Ford,2019,13.592367006650065,30000,Diesel,Individual,Manual,Third Owner,23.0,1498.0,98.96,5.0
Toyota,2018,13.9108207377686,25000,Petrol,Individual,Automatic,First Owner,17.8,1496.0,105.5,5.0
Mercedes-Benz,2016,14.914122846632385,40000,Diesel,Individual,Automatic,First Owner,13.0,2143.0,204.0,5.0
Toyota,2012,14.018451401960965,160000,Diesel,Individual,Automatic,First Owner,11.5,2982.0,169.0,7.0
Mahindra,2018,12.736700896592344,51492,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0
Volkswagen,2011,12.611537753638338,72000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
Ford,2016,12.821258284620408,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
Mahindra,2013,12.706847933442663,136000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0
Hyundai,2014,12.380025952653611,60000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0
Hyundai,2006,11.184421397998193,110000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Hyundai,2013,12.206072645530174,90000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0
Nissan,2014,12.676076274775909,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71,1461.0,84.8,5.0
Hyundai,2009,11.652678711655406,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0
Maruti,2015,12.676076274775909,50000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
Hyundai,2010,12.254862809699606,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
Mahindra,2011,12.206072645530174,120000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0
Maruti,2009,11.813030057420567,150000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
Tata,2015,12.765688433465597,52000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
Mahindra,2014,12.765688433465597,167000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0
Maruti,2017,13.42984807715229,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
Maruti,2010,12.206072645530174,190000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0
Renault,2016,12.611537753638338,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
Mahindra,2011,12.506177237980511,70000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,7.0
Maruti,2012,12.323855681186558,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
Mahindra,2008,12.429216196844383,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,8.0
Mahindra,2015,13.287877815881902,40000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0
Hyundai,2015,12.577636201962656,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Maruti,2010,11.512925464970229,180000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0
Maruti,2016,12.886641043883259,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
Hyundai,2014,12.180754837545884,65000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
Tata,2011,10.714417768752456,10000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35.0,4.0
Mahindra,2009,12.506177237980511,70000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0
Chevrolet,2014,13.304684934198283,90000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9.0
Hyundai,2015,13.480037821676145,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
Hyundai,2019,13.304684934198283,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
Mahindra,2019,13.681979165339751,25000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0
Mahindra,2011,12.948009990259552,100000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5.0
Honda,2007,12.691580461311874,70000,Petrol,Individual,Automatic,Second Owner,10.1,2354.0,152.0,5.0
Datsun,2017,12.86099861326992,30000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,5.0
Mahindra,2016,12.611537753638338,40000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0
Hyundai,2012,12.721885810807203,135000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0
Maruti,2014,12.611537753638338,35000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
Hyundai,2004,11.289781913656018,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0
Mahindra,2012,12.89921982609012,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0
Tata,2012,12.031719258385396,190000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0
Mahindra,2016,13.217673557208654,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0
Toyota,2012,12.611537753638338,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Mahindra,2011,12.676076274775909,175000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0
Mahindra,2011,12.676076274775909,175000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,63.0,9.0
Nissan,2011,12.765688433465597,25000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0
Tata,2013,12.542544882151386,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0
Hyundai,2017,13.217673557208654,70000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0
Hyundai,2018,13.122363377404328,10000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
Ford,2019,13.458835614025542,6000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
Skoda,2013,12.84792653170257,90000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0
Mahindra,2012,12.736700896592344,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63.0,9.0
Mahindra,2007,11.982929094215963,120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,9.0
Toyota,2014,13.527828485512494,50000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0
Hyundai,2018,13.182517300224076,20000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0
Renault,2017,12.611537753638338,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
Volkswagen,2014,12.765688433465597,60000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0
Chevrolet,2010,11.918390573078392,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1199.0,79.4,5.0
Maruti,2015,13.017002861746503,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
Mahindra,2017,14.301018373745976,54000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0
Maruti,2006,11.84939770159144,65000,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.4,
Mahindra,2004,12.429216196844383,80000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,82.4,
Tata,2006,11.350406535472453,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0
Hyundai,2018,13.017002861746503,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
Maruti,2011,12.043553716032399,55113,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.4,
Tata,2017,12.793859310432293,50000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0
Maruti,2020,12.873902018105829,6000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
Maruti,2011,11.884489021402711,50000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0
Mahindra,2012,13.199324418540456,90000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0
Toyota,2008,12.577636201962656,126000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0
Tata,2013,12.611537753638338,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0
Ford,2017,13.244581010128577,80000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
Mahindra,2011,12.996800154428984,70000,Diesel,Individual,Manual,Second Owner,10.5,2609.0,120.0,7.0
Hyundai,2003,10.819778284410283,80000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Hyundai,2011,12.100712129872347,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
Hyundai,2013,12.206072645530174,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
Maruti,2005,11.350406535472453,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
Tata,2006,11.119882876860622,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396.0,52.8,5.0
Maruti,2016,13.458835614025542,110000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0
Volkswagen,2010,12.524526376648708,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0
Hyundai,2019,13.304684934198283,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
Mahindra,2011,12.429216196844383,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8.0
Mahindra,2016,13.304684934198283,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0
Fiat,2010,12.206072645530174,80000,Diesel,Individual,Manual,Second Owner,20.4,1248.0,91.2,5.0
Hyundai,2015,12.959844447906553,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
Maruti,2012,12.948009990259552,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
Hyundai,2012,12.679196402112153,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
Mahindra,2012,12.765688433465597,120000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,8.0
Honda,2017,13.102160670086809,80000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0
Mahindra,2015,13.42984807715229,90000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0
Maruti,2016,12.604848765487542,70000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
Hyundai,1999,11.289781913656018,110000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Mahindra,2011,13.017002861746503,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179.0,115.0,5.0
Skoda,2010,12.89921982609012,60000,Petrol,Individual,Automatic,Second Owner,19.3,1248.0,82.4,
Tata,2012,12.429216196844383,40000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0
Ford,2013,13.8878312195439,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953.0,156.0,7.0
Hyundai,2017,13.122363377404328,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
Ford,2019,13.43131758513165,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
Mahindra,2014,13.38472764187182,90000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0
Chevrolet,2008,11.289781913656018,70000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0
Mahindra,2009,12.577636201962656,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0
Mahindra,2006,12.301382825334498,120000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8.0
Hyundai,2009,11.695247021764184,90000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.0,5.0
Datsun,2017,12.345830240069793,80000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.0,5.0
Mahindra,2003,11.918390573078392,132478,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0
Maruti,2014,13.122363377404328,45000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
Tata,2013,12.072541252905651,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0
Ford,2019,13.487006490992238,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0
Maruti,2012,11.512925464970229,51000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0
Honda,2009,12.429216196844383,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799.0,130.0,5.0
Mahindra,2014,13.604789526648622,100000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0
Maruti,2010,12.013700752882718,30000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
Chevrolet,2016,12.923909999653127,60000,Diesel,Individual,Manual,Second Owner,12.2,1994.0,105.3,10.0
Maruti,2013,12.971540487669746,86000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
Datsun,2015,12.611537753638338,15000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0
Maruti,2011,12.765688433465597,137500,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0
Renault,2018,12.89921982609012,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
Chevrolet,2016,12.948009990259552,70000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,7.0
Maruti,2015,12.971540487669746,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
Maruti,2017,13.258640995696876,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
Hyundai,2015,12.254862809699606,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Renault,2015,13.304684934198283,60000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
Honda,2008,11.918390573078392,70000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0
Tata,2019,13.217673557208654,15000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
Maruti,2011,12.676076274775909,110000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
Maruti,2000,11.289781913656018,70000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0
Honda,2019,13.592367006650065,10000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0
Maruti,2013,13.122363377404328,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0
Tata,2011,12.345830240069793,110000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
Maruti,2013,13.122363377404328,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0
Hyundai,2015,13.353475098367715,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
Maruti,2016,12.154779351142624,70000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8.0
Tata,2011,12.345830240069793,110000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0
Mahindra,2011,13.017002861746503,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0
Maruti,2008,11.461632170582678,120000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Maruti,2009,11.522875795823397,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,35.0,8.0
Honda,2016,13.122363377404328,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0
Toyota,2014,13.835312204867817,88000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0
Hyundai,2012,12.404923504275338,38000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Maruti,2013,12.429216196844383,90000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
Maruti,2016,13.399995114002609,60000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
Hyundai,2010,12.506177237980511,60000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0
Maruti,2012,12.542544882151386,156060,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
Hyundai,2017,13.864300722133706,60000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0
Maruti,2017,13.17115354157376,70000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
Hyundai,2017,13.652991628466498,35000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0
Mahindra,2016,13.968231644981937,50000,Diesel,Individual,Manual,First Owner,16.0,1997.0,140.0,7.0
Maruti,2012,12.751299696013497,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0
Hyundai,2007,11.461632170582678,100000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,5.0
Maruti,2015,12.392552212472792,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
Maruti,2015,12.367340793126296,20000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
Ford,2015,13.329377546788654,80000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
Mahindra,2014,12.765688433465597,110000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,64.1,5.0
Maruti,2014,12.765688433465597,35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
Maruti,2014,12.84792653170257,35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
Tata,2017,12.89921982609012,140000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0
Maruti,2010,12.301382825334498,40000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0
Tata,2008,12.506177237980511,110000,Diesel,Individual,Manual,Third Owner,14.4,2179.0,120.0,7.0
Maruti,2012,12.524526376648708,70000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5.0
Tata,2009,11.736069016284437,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0
Hyundai,2015,12.793859310432293,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
Hyundai,2019,13.217673557208654,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
Ford,2011,12.206072645530174,70000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0
Mahindra,2016,12.697715449879391,20000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0
Hyundai,2016,12.959844447906553,15000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
Maruti,2017,13.337474757021274,107000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
Tata,2011,11.77528972943772,54000,Diesel,Individual,Manual,Second Owner,18.4,1248.0,75.0,5.0
Maruti,2009,11.695247021764184,58000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Mahindra,2011,12.89921982609012,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0
Hyundai,2007,12.128111104060462,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,5.0
Hyundai,2015,12.230760380059866,43000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0
Maruti,2017,13.345506928718539,43000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
Maruti,2013,13.304684934198283,60000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0
Tata,2011,11.918390573078392,150000,Petrol,Individual,Manual,First Owner,12.8,1396.0,85.0,5.0
Renault,2017,12.611537753638338,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
Chevrolet,2013,12.345830240069793,46000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5.0
Maruti,2018,12.301382825334498,10000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0
Hyundai,2016,13.263862939678027,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
Renault,2016,12.487485104968359,50000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
Maruti,2005,10.819778284410283,60000,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.4,
Hyundai,2011,12.611537753638338,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0
Tata,2017,12.948009990259552,110000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0
Maruti,2015,13.527828485512494,14000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0
Renault,2017,12.577636201962656,28000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
Hyundai,2011,11.982929094215963,57000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Maruti,2017,13.45166712454693,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
Toyota,2015,13.864300722133706,60000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5.0
Hyundai,2013,12.89921982609012,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0
Hyundai,2016,13.122363377404328,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
Tata,2010,11.918390573078392,120000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0
Mahindra,2016,12.89921982609012,140000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,7.0
Tata,2010,11.695247021764184,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0
Mahindra,2014,13.081541382884074,120000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,7.0
Tata,2013,12.206072645530174,120000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0
Ford,2012,12.611537753638338,64000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0
Maruti,2015,12.765688433465597,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
Renault,2019,13.270783382522602,12000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0
Chevrolet,2012,12.206072645530174,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
Mahindra,2016,13.527828485512494,120000,Diesel,Individual,Manual,First Owner,11.0,2179.0,120.0,5.0
Renault,2016,12.47227568630483,90000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
